TextTweet,Compound Score,Sentiments
"Unja's students ask, don't the campus reading booths in the evening be free if I want to see if a guy's cake comes, if so, make social media, please let me know",0.7096,Positif
"freshmen confide in old students, college assignments are heavy, awikwok, my pen is jitak, nutmeg",0.0,Netral
"the photo of the hanging cat is already stressed, change the pp wa so that the lecturer can see it",-0.34,Negatif
guys connect linkedin yuk drop yours nggak dm thankyouu,-0.2732,Negatif
"the criteria for responding to the Uluwatu temple are night, according to the criteria, please help fill out the questionnaire, thank you",0.7579,Positif
"If you want to do an internship, the individual will be different, right? If you want to be an active apprentice, but the chairman seems to already know the chairman, he's afraid of drowning, sorry for the blunder",0.1779,Positif
"Hello, evening, Unsoed College, I want to help download the journal",0.4588,Positif
"Nutritionist, if you please rep",0.3182,Positif
You know an example of the script for the Trans Tia program on the spot,0.5106,Positif
"Tell me stupid, because it's hard for me to find a boarding house, even though my friend is full, so I found an empty boarding house on Facebook, yes, the condition of my boarding house is a model boarding house",0.0772,Positif
"Evening, help to like IG posts, brothers and sisters, dm, thank you",0.7717,Positif
"Hello, colle friends, please send a slap, be enthusiastic about working on the script, sweet, thank you",0.9287,Positif
yesterday sent mf asking to connect linkedin,0.0,Netral
Please help give advice guys I'm really clueless then it's nice to have an internship at an agency like that,0.7584,Positif
"pdd group kkn story ig kkn let the aesthetics use the Canva template application, give a sender recommendation using the application, thanks",0.4404,Positif
Fapsi student friends know maybe,0.4767,Positif
son of son of batam university please download in,0.3182,Positif
no salty please how good,-0.0675,Negatif
excuse me ebook yaa,0.0772,Positif
saran web translate scan pdf tia,0.5106,Positif
"If you buy an electronic device, you need to go to college, look for it to use it, look for the basis of spy quality, use it in terms of pinterest",0.0,Netral
spss download,0.0,Netral
"The paradigm of ethnographic qualitative research uses post-positivism constructivism, thank you for that",0.3612,Positif
"Brothers and sisters, law majors, look for journals where Indonesian is in btw, look for family law journals, thank you",0.3612,Positif
understand chi square help please thanks,0.7845,Positif
"evening, guys, ready to help like video assignments, bang on dm, thanks",0.8625,Positif
Careful title of Sinta journal reference,0.1531,Positif
Explain the difference between main journals and supporting journals,0.4404,Positif
full of criteria help fill in the questionnaire need rep mention tia,0.7184,Positif
thanks for the semester,0.4404,Positif
Guys pro analysis butier as plies,0.0,Netral
"the benefits division yesterday registered danus to be honest, I was hesitant to trade, I was afraid to say no",0.4019,Positif
"permission to ask how many semesters it's better to gather, btw, if you add volunteers, if you add hima, you don't have time management, thanks",0.7003,Positif
Brothers and sisters KSR pmr rate is busy or not if KSR wants to join I'm afraid it will disturb college huhuu,-0.128,Negatif
I feel like the phases of assignments are piling up like doing boring language assignments,0.4019,Positif
"Gaisss sender made the thesis title sender acc enter the thesis title with the theme of diabetes mellitus, thanks",0.4404,Positif
maba got kip pus card take money atm which has to be banking tiaa,0.0,Netral
Look at the data on how many provincial male women can type on the BPS keyboard,0.0,Netral
I really hate the original physical group I think friends are sometimes destroyed,-0.3673,Negatif
"Sender's task is to find parenting journals, presentations, themes, free ideas, if you rarely think about it, thanks",0.7351,Positif
"It's not neko, as long as I'm guiding the main discussion, students feel smooth about taking care of it, if they're enthusiastic about getting a bachelor's degree",0.7506,Positif
"he is a lecturer in ampu makul, a thorough method lecturer, the head of the program, touch the message of advice, he is sometimes stressed, thinking about the pile of tasks, thankfully, the lecturer is adlh, he is the head of the kating program, he cont",0.1027,Positif
"Everyone help fill out the sender's questionnaire, it's not too tight, but according to the target criteria, if the representative gives the link, send a dm, thank you very much",0.6249,Positif
"the web check writes like checking for typos, so my eyes are tired from reading the page",-0.1027,Negatif
"Guys, UGM students, can you please download the thesis or not, just paper materials, thanks",0.6369,Positif
info sd inclusion jogja area friends thanks,0.7184,Positif
international intrn unpaid knowledge plus cv,0.0,Netral
I've been trying to figure it out hehehe,0.0,Netral
help watching like task gaa huhu viewers value comments really exchange,0.765,Positif
"Guys, God willing, I'll pray for a trial soon, hehe. Looking for a black blazer?",0.5267,Positif
"Guys, maybe the Depok kids, please fill out the questionnaire, my friend, please give the gopay prize, you know the link, give a comment, thank you",0.9118,Positif
guys online test mbkm play ya,0.34,Positif
"guys, thank God, my thesis acc gathered to change the title, it's impossible. You really worked hard, the results are good, the thesis is enthusiastic",0.8411,Positif
"running away, boarding my ninja way, calm down, focus on assignments for the female version",0.3182,Positif
"It's okay, if you publish an online media article, how do you know, of course, the process",0.2263,Positif
do and don semester reply ygy makasii,0.0,Netral
Send Ling's photo assignment using Dropbox Google Drive,0.0,Netral
sorry vent,-0.0772,Negatif
"Hello, brothers and sisters, donate books to AKM Kieso, not preloved, but need money tight, hehehe, thank you",0.5023,Positif
anyone understand react native available,0.0,Netral
"Guys, where do you get the depreciation costs from?",0.0,Netral
"Hi, help to like posts on IG, brothers and sisters, dm, thank you",0.7717,Positif
"Yes, there are many semesters of group assignments",0.4019,Positif
tips on tricks for working on a monthly thesis proposal thanks,0.34,Positif
"Guys, the recommendation for a fairytale laptop isn't slow, btw, the communication science major uses the app tolerably",0.0,Netral
change consistently promise to do it eh distracted,-0.0258,Negatif
the sender just now guided the revised chapter proposal and thought that it would be consulted tomorrow hahahahahahahahahahahahaha six,0.0,Netral
"I asked if the UAS system was yesterday, the lecturer's math test said that the UAS lecturer test was very little UAS at Univ, it's like high school, thanks",0.6597,Positif
"how do you teach the sender's oral exam the sender's oral quizzes respond quickly, aka you need to think about being afraid of passing",0.0,Netral
"Guys, the topic of turning business is entrepreneur, Ken knows Tia Lt",0.5106,Positif
"Selling rings to pay for college, it doesn't matter if the economy goes down, it's a shame",-0.5535,Negatif
"the sender has finished the story chapter, the revision of the lecturer, the lecturer is busy, so he orders to spray yay or nay",0.5267,Positif
give the statistical assignment of the respondents to take it randomly so that they work fast how tired are they moving the data,-0.4404,Negatif
"the committee and younger siblings have become introverted introverts because it's stale already related to my freshman life, I'm already broke, jbjb is weird, wow",0.0772,Positif
"friends, understand the sample estimation formula, lemeshow reply, tap dm, thank you",0.6808,Positif
"I really want to be active when chatting, it's easy to get tired and annoyed if you find it, it's easy to be triggered when you hear a loud noise, but you have to force it, but you can't, as a result, your friends just stop a little",0.5642,Positif
